,wisdom,eg
590,산 넘어 산,"산은 왜 그 자리에 있지 않고 멀리 달아나기도 하고 가까이 다가오기도 하는가, 산은 왜 가는 길을 넘어 넘어 막아서고 있는가, 배꽃 피는 날 산사를 오르는 여류시인의 눈빛이 배꽃처럼 끝없는 화두의 명주실을 풀어낸다."
591,산 넘어 산,그 산 넘어 넘어 또 산 산이네
592,산 넘어 산,하지만 李위원장에겐 앞으로 넘어야 할 산이 많다.
593,산 넘어 산,하지만 李위원장에겐 앞으로 넘어야 할 산이 많다.
594,산 넘어 산,설사 정부가 팔레스타인 방식을 도입하기로 방침을 정한다 해도 넘어야 할 산이 많다.
595,산 넘어 산,정상회담 개최를 위해 넘어야 할 산은 아직도 남아 있다.
596,산 넘어 산,"다섯 가지 종목은 적진에 포위된 병사가 탈출하는 과정에 필요한 요소를 뽑은 것으로 적의 말을 훔쳐타고(승마) 나와서 산을 넘고(육상) 물을 건너며(수영), 적을 만나면 총을 쏘고(사격) 칼을 휘둘러(펜싱) 물리친 후 아군의 진지까지 도착하는 것이다."
597,산 넘어 산,패권을 노리는 오다 노부나가(織田信長)에게 다케다 신겐(武田信玄)은 넘어야 할 산이었다.
598,산 넘어 산,눈 감고 뜰 때마다 조금씩 더 커 마침내는 산 넘고 물 건너 너른 세상으로 친구들은 달려갑니다.
599,산 넘어 산,인터넷을 통한 정보의 교환은 산넘고 물건너 몇날며칠 물건을 나르던 예전의 방식과 질적으로 다르다.
600,산 넘어 산,▽오대산 산채(서울 서초구 양재동)〓매일 오대산에서 직접 따온 더덕 산표고 산달래 도라지 등을 공수해 30여가지가 넘는 산채나물을 내놓는 집. 동해 바닷물로 만든 두부구이와 강원도산 감자부침을 안주삼아 순곡동동주와 감자술로 감칠맛나게 한잔할 만. 아이들은 대관령에서 따다 만든 찰옥수수 물엿에 찍어먹는 떡과 고구마 맛에 폭 빠진다.
601,산 넘어 산,김도훈(30.전북 현대)에게 있어 황선홍(32.수원 삼성)은 언제나 넘어야 할 높은 산이었다.
602,산 넘어 산,7일 뉴욕시장에서의 거래된 서부텍사스산중질유(WTI)거래가격은 배럴당 34달러를 넘었다.
603,산 넘어 산,그러나 신당이 태동하기까지는 넘어야 할 산이 많은 것도 사실.
604,산 넘어 산,그러나 합작 파트너를 구한다고 해도 넘어야 할 산은 많다.
605,산 넘어 산,하지만 실제로 어업협력이 이루어지기 위해서는 넘어야 할 산이 많다.
606,산 넘어 산,"루슨트 등 기존 전화업체는 ""시스코의 주장은 그럴 듯하지만, 실상은 넘어야 할 산이 너무 많다""며 허점을 지적하고 있다."
607,산 넘어 산,국내 애니메이션 산업이 넘어야 할 '산' 들을 짚어본다.
608,산 넘어 산,"지리산 기슭 구례의 산골에서 글을 읽다가 과거에 두번씩이나 장원했지만 갑신정변으로 낙향, 나라 걱정은 산을 넘어도 힘 없는 선비가 이길 수 있는 싸움은 오직 하나, 죽음 뿐이었다."
609,산 넘어 산,그러나 50이 넘은 나이에 혼자 하루에 몇차례씩 산을 오르내린다는 게 쉽지는 않았다.
610,산 넘어 산,"알래스카산 단풍나무를 수(手)작업으로 만든 것인데, 30만원짜리부터 1백만원이 넘는 것까지 다양하다."
611,산 넘어 산,[움트는 '여성주권 시대'] 여성부 탄생 '산넘어 산'
612,산 넘어 산,넘어야 할 산도 많다.
613,산 넘어 산,필요성은 누구나 공감하지만 운하가 뚫리려면 아직도 넘어야 할 산들이 많다.
614,산 넘어 산,(26) 산 넘어 산
615,산 넘어 산,"길이 1ｍ가 넘는 아마존 물고기 피라루크, 열대우림 약초로 만든 전통 약재, '브라질'산 '비아그라'…."
616,산 넘어 산,세잔은 이 산에 매료돼 60점이 넘는 연작을 남겼다.
617,산 넘어 산,정부는 새 고시제도 시행시기를 2003년으로 잡고 있으나 실제로 시행되기까지는 넘어야 할 산이 많다.
618,산 넘어 산,부산의 선비가 과거 보러 한양에 갈 때 산과 고개를 몇 개나 넘을까.
619,산 넘어 산,국토의 대부분이 산으로 뒤덮인 이 땅. 그런데도 부산∼서울 길에 넘어야 할 재는 단 하나 뿐이다.
620,산 넘어 산,그러나 획정위안이 최종적으로 확정되기까지 넘어야 할 산은 아직 많다.
621,산 넘어 산,"박영석이 어머니를 넘어서까지 산으로 향하는 까닭은 ""직장인들이 매일 출근하듯 산에 가면 내 생활이 있기 때문""이다."
622,산 넘어 산,"코소보 알바니아계 주민에게 ""세르비아계의 통치가 싫으면 산을 넘어 알바니아로 가라""고 외치는 그의 극우 민족주의 성향이 밀로셰비치 대통령으로부터 박수를 받았기 때문이다."
623,산 넘어 산,"(투오이쩨)의 문화담당 투이응아(37) 기자는 ""지난해 말에도 지침을 어기고 (한겨레21) 기사를 신문에 받아 보도했다""며 ""당시 편집국 안에서는 '언론 자유를 향한 큰 산 하나를 넘었다'는 평가가 나왔다""고 밝힌다."
624,산 넘어 산,책을 읽으면 책 속에 산이 튀어나오고 산을 바라보면 거기 이론이 씌어 있는 경지. 우리는 이를 법안(法眼)의 문지방을 넘어 도안(道眼)에 이르렀다고 표현하지만 용어가 뭐 그리 대수인가?
625,산 넘어 산,그렇지만 특사교환이 이뤄지기 위해서는 넘어야 할 산이 많다.
626,산 넘어 산,신자유주의가 세계를 지배하기까지는 아직도 넘어야 할 산이 많다.
627,산 넘어 산,산을 넘는 저수지 마을
628,산 넘어 산,나는 순간 넘어야 할 산이 또하나 버티고 있음을 직감했다.
629,산 넘어 산,상황이 이렇게 악화된 것은 과거 용인시가 무분별하게 아파트건설 허가를 내줘 2천5백가구가 넘는 단지 내에 학교부지로 쓸만한 곳이 없어 산중턱에 학교를 지었기 때문이다.
630,산 넘어 산,"금지구역의 팻말을 넘어 깊숙히 찾아드니 담양호는 주야창창,사시사철 쓸어담아 두었던 생명의 씨앗들을 새 천년의 첫 봄 강에 툭툭 터트리고 있다.씨앗 터트리는 소리가 제방의 강둑을 텅텅 두드린다.그너머 논밭산까지 텅텅 울린다.통통히 알알히 퍼진다.이처럼 찬란하게 색·내음·소리를 낼 수 있는 것이 하늘 아래 또 있을까."
631,산 넘어 산,"산양산삼과 장뇌삼은 각각 산삼씨앗과 인삼씨앗을 산에다 뿌린 뒤 10년 넘게 자생시킨 제품으로 상품가치와 가격, 효능에서 큰 차이가 난다고 경찰은 밝혔다."
632,산 넘어 산,앞으로 넘어야 할 산이 많긴 하지만 법 제정으로 반세기 만에 '시민권이 회복됐다'는 생각 때문이다.
633,산 넘어 산,"알래스카산 순록 뿔을 녹용으로 둔갑시켜 팔고, 기준량이 넘는 살충제 성분이 든 중국산 한약재를 대량 수입해 유통시킨 한약재상들이 무더기 적발됐다."
634,산 넘어 산,하지만 '수도 서울의 역사'를 500년에서 2000년으로 일시에 끌어올릴 수도 있는 풍납토성 발굴.보존작업은 많은 산을 넘어야 한다.
635,산 넘어 산,그런 광경을 보면서 정치개혁이 뜻한 바 목적에 이르기 위해서는 넘어야 할 산이 많다는 생각을 하게 된다.
636,산 넘어 산,최근에는 하루 6만명이 해변도시 샌타크루즈에서 산을 넘어 실리콘밸리로 통근하느라 17번 고속도로는 연일 교통체증에 시달리고 있다.
637,산 넘어 산,민국당 넘어야 할 산 '첩첩'
638,산 넘어 산,"이에 앞서 울산 울주군 언양읍 반송리 뒷산에서 26일에 이어 27일 오전 6시에 산불이 재발, 울주군청 공무원 등 200여명이 동원됐지만 15시간이 넘도록 진화되지 않았으며 오후 7시에는 대전 대덕구 계족산과 충남 서산 대곡리 가야산에 불이 나 산 정상으로 번졌다."
639,산 넘어 산,휘청거리는 의약분업 (2);의사 불안감…'쥐꼬리'보건예산… 해결해야할 문제 '산넘어 산';
640,산 넘어 산,"연평도산 꽃게탕은 2만~4만원선. 소라, 멍게, 낙지 청어구이는 기본이고 생선탕수육까지 차례로 딸려 나오는 밑반찬이 20가지가 넘는다."
641,산 넘어 산,산 넘어 산이라 했던가.
642,산 넘어 산,현대가 '투수 왕국'이라는 것도 넘어야 할 산. 현대에는 20승 투수 정민태 등 '어깨'가 즐비해 선발 진입이 가장 어려운 구단이다.
643,산 넘어 산,이 바람이 산을 넘을 때 단열냉각에 의해 눈이 내린다.
644,산 넘어 산,이 강한 바람이 서해를 거쳐 습기를 잔뜩 머금고 산을 넘을 때 '횡'하는 소리가 나는데 이를 '산이 운다'고 표현한 것이다.
645,산 넘어 산,이들은 도중에 검문소가 나타나자 '승용차를 길가에 버리고 산을 넘어 오후 5시쯤 순창읍으로 간 뒤 키가 꽂혀 있는 엘란트라 승용차를 훔쳐 오후 10시쯤 전북 전주시에 도착했다.
646,산 넘어 산,"""이제 겨우 산 하나를 넘었을 뿐인데 여기서 멈출수는 없지요"" 39년동안 그토록 애타게 그리던 학사모를 쓴 宋씨는 ""앞으로 대학원에 진학, 또 다른 도전을 시작하겠다"""
647,산 넘어 산,산 넘어 산이었다.
648,산 넘어 산,"그는 ""거래소가 개장시간을 연장하기 위해서는 관련기관 노조와의 대화를 비롯, 넘어야 할 산이 많지만 실제로 이를 실행에 옮길 경우 우리도 투자자들의 편의를 위해 개장시간을 늘려야 할 것"""
649,산 넘어 산,실험극장이 예 명성을 완전히 되찾기까지 아직 넘어야 할 산은 많다.
650,산 넘어 산,"두 사건에 대한 특별검사의 재수사와 병무비리 수사, 최근의 '린다 김 사건' '고속철도 차량선정 의혹사건'에 이르기까지 그야말로 '산 넘어 산'이었다."
651,산 넘어 산,특히 몽헌회장은 넘어야 할 산이 많다.
652,산 넘어 산,그러나 정부의 의지와는 별개로 '주 5일 근무제'가 도입되려면 넘어야 할 산이 많다.
653,산 넘어 산,"그들은 지구상에서 주름이 가장 험하게 잡힌 중국 오지에서 강 24개와 1천개 이상의 산을 넘어 6천마일 넘는 거리를 행군하고, 싸우고, 굶주리고, 추위에 떨면서 돌파하여 그곳에 도착해 있었다."
654,산 넘어 산,그러나 폭스 후보가 넘어야 할 산도 많다.
655,산 넘어 산,하지만 아이들 교육은 산 넘어 산이라더니 .. 아니 이건 하루종일 만화책만 붙들고 있는 것이 아닌가?
656,산 넘어 산,(5) `외면당한 성' 임신.출산 산넘어 산
657,산 넘어 산,"그러나 그는 ""의약분업이 시행되더라도 의사들의 자발적인 협조를 얻어내기는 힘들 것""이라고 말해 의약분업의 완전한 정착까지는 넘어야 할 산이 많음을 암시했다."
658,산 넘어 산,계도기간 12일째 중간점검 /의약분업 `산넘어 산'
659,산 넘어 산,그날 섭씨 35도를 넘는 폭염 속에 산을 오르며 또하나의 교훈을 얻었다.
660,산 넘어 산,"그러나 산을 넘으면 또다른 산이 기다리는 법. 주가 상승에 따라 종합주가지수가 120일 이동평균선 돌파에 접근하면서 두터운 매물벽이 버티고 서 있지만, 주도주는 여전히 부각되지 않고 있다."
661,산 넘어 산,그러나 안정적인 남북관계 진전을 위해선 넘어야 할 산이 적지 않다.
662,산 넘어 산,▽1000가구를 넘는 곳〓사공이 많으면 배가 산으로 가듯 조합원이 많을수록 사업이 지연될 가능성도 크다.
663,산 넘어 산,물론 북한의 이같은 움직임이 한반도 및 동북아의 안정과 평화에 기여하는 방향으로 진행돼 '윈―윈 게임'이 되려면 넘어야 할 산들은 아직도 더 있다.
664,산 넘어 산,그러나 앞으로 넘어야 할 산도 많다.
665,산 넘어 산,반면 국내에서는 넘어야 할 산이 많은 게 현실이다.
666,산 넘어 산,"""산 넘어 산이다."""
667,산 넘어 산,하지만 그 사실까지 이해하기 위해서 독자가 넘어야 할 산은 무척 높은 듯 싶다.
668,산 넘어 산,"이에 따라 대화를 통한 극적인 사태 해결에 실낱같은 희망을 걸 수 있게 됐지만, 양측간의 입장차이가 여전히 좁혀지지 않아 타협이 이뤄지려면 '산 넘어 산'이 될 것이라는 관측이 지배적이다."
669,산 넘어 산,불볕더위 전국 표정;주말 30도 넘는 폭염 산·바다엔 피서객 북적;
670,산 넘어 산,"하지만 현대측이 밝힌 합의내용 중 상당부분의 시행시기·방법이 기존 계획과 중복되는 데다, 일부 계열사의 자금사정 악화로 현대그룹의 투자자금 여력이 넉넉하지 않은 점과 투자자 유치문제 등 앞으로 넘어야 할 산들이 많은 것도 사실이다."
671,산 넘어 산,대표선발전 출전 자격을 따내더라도 시드니행 티켓을 손에 쥐려면 82m 이상을 던져야 할 정도로 산넘어 산이지만 브라운은 '포기' 라는 단어를 모른다.
672,산 넘어 산,특히 무선인터넷 게임 시장은 경쟁이 심한데다 요금문제 등 통신사업자와의 긴밀한 협조가 선결돼야 하는 등 넘어야 할 산도 만만찮다.
673,산 넘어 산,"▶스즈키 노리유키=""남북이 대화를 이어가기 위해선 서로 자극하지 않도록 행동과 말을 억제하는 것이 과제입니다.金위원장의 서울 방문은 합의됐지만 현실적으로 어렵지 않겠느냐는 생각도 듭니다.그러나 설령 답방이 어렵다 하더라도 실무적인 대화가 지속되도록 해야 합니다.또 하나는 이번 합의에는 92년 남북기본합의서와 달리 세부적이고 구체적인 항목이 없어요.그런 만큼 세부적인 항목은 남북당국간 대화에서 다뤄야합니다.아직 넘어야할 산이 많아요."""
674,산 넘어 산,하지만 이제 출발일 뿐 앞으로 넘어야 할 산은 겹겹이 남아 있다.
675,산 넘어 산,하지만 현실화하려면 넘어야 할 산이 있다.
676,산 넘어 산,이미 1백조원을 훌쩍 넘어선 국가 부채는 계속 불어나는 등 산 넘어 산이다.
677,산 넘어 산,하지만 넘어야 할 산이 많다.
678,산 넘어 산,"""그때마다 산을 하나씩 넘는 기분이었죠."
679,산 넘어 산,"한강의 거대한 물줄기, 한강변 낙조, 강남.강북의 시가지, 외곽의 멋진 산, 주위에 하늘만이 보이는 통쾌한 이 아름다움. 이를 경제가치로 환산하면 최소 500억원이 넘을 것이다."
680,산 넘어 산,비틀거리는 지방의회와 의원들의 자질시비는 35년만에 어렵사리 되찾은 풀뿌리 지방자치가 넘어야 할 산이다.
681,산 넘어 산,의협 골깊은 내부갈등 사태수습도 산넘어 산
682,산 넘어 산,승리가 절실한 만큼 넘어야 할 산도 높아 보인다.
683,산 넘어 산,하지만 결합재무제표가 제 힘을 발휘하기까지는 아직 넘어야 할 산이 있는 것 같다.
684,산 넘어 산,입자들의 주기율표는 완성됐지만 21세기에 물리학이 넘어야할 또 다른 큰 산이 있다.
685,산 넘어 산,곳곳에 넘어야 할 산이 있다.
686,산 넘어 산,"우리 역사와 우리 염원이 산넘고 물건너 여기 하나로 합치듯….""(작가 박범신의 축시)"
687,산 넘어 산,"""한라의 흙은 물을 넘고 백두의 물은 산을 넘는다."
688,산 넘어 산,"그러나 우리는 이번 만남이 주는 감격과 희열은 민족 화해, 통합이란 거보를 딛기 위한 첫걸음이며 아직 넘어야 할 산이 많다는 걸 잊어서는 안된다."
689,산 넘어 산,"""모든 장벽을 물리치고 산 넘고 물 건너 감격적인 핏줄의 만남을 이룬 날을 기념하여 역동적인 필세로 그린 작품."""
690,산 넘어 산,지도상 거리는 짧아 보이나 산을 넘기 때문에 험하므로 가급적 피하도록. 특히 야간운전은 피하자.
691,산 넘어 산,하지만 안정환이 이탈리아에서 넘어야 할 산도 만만찮다.
692,산 넘어 산,아직도 넘어야 할 산이 많다.
693,산 넘어 산,"밤을 타고 산을 넘는 처참한 나날이었으나 그래도 입에서는 ""끝까지 지휘관 동무를 따라가겠습니다""라는 말이 자연스럽게 나왔다."
694,산 넘어 산,"산 속에서 혼자 1년 넘게 피정의 집을 지어야 할 상황이 되면 ""차라리 순교가 낫겠다""는 불평이 나오고(문화순 수녀) 딸이 보고 싶어 수녀원을 찾아 온 어머니를 돌려보내고는 아픈 마음을 달래기도 한다(기태옥 수녀)."
695,산 넘어 산,일행은 동굴 앞에서 경건히 큰 절을 하고 난 다음 산상의 경치를 감상하고는 산을 넘어서 망해사(망해사)로 내려오는 것이다.
696,산 넘어 산,현대는 공단개발로 그간 대북사업에 투자한 원금을 일거에 만회하겠다는 각오이지만 넘어야 할 산이 만만치 않은 게 사실이다.
697,산 넘어 산,그런 점에서 정부가 해결안을 내놓더라도 이번 사태가 원만히 매듭지어지려면 넘어야 할 산이 많다고 보는 시각도 있다.
698,산 넘어 산,양측 사이엔 그러나 넘어야 할 산들이 많다.
699,산 넘어 산,중동회담 산넘어 산
700,산 넘어 산,국내 여론의 향배도 넘어야 할 산이다.
701,산 넘어 산,또 박재란의 '산넘어 남촌에는…' 이 흘러나오는 시골집 마루에 앉아 대학생이 된 복녀의 아들과 순이가 화투를 치며 주고받는 이야기에는 뜨거운 가족애가 느껴진다.
702,산 넘어 산,두바이산 유가 28달러 넘어 최고치 기록
703,산 넘어 산,본격 상승 국면으로 가기에는 아직 넘어야 할 산이 많다는 점도 감안해야겠다.
704,산 넘어 산,그러나 진정한 전문경영인 체제로 가는데 넘어야할 산들도 많다.
705,산 넘어 산,하지만 인간 복제는 그야말로 어불성설이고 질병 치료를 위한 세포 복제조차 여전히 넘어야 할 산이 많다고 로슬린측은 솔직히 고백했다.
706,산 넘어 산,광명천이 흐르는 서울 독산역 부근의 '진명C&C' . 3백여평의 공터에 30만대가 넘는 휴대폰 단말기가 산을 이루고 있다.
707,산 넘어 산,통합을 앞두고 있는 스미토모.사쿠라은행의 연합(6천7백85억엔)과 산와(三和).도카이(東海).아사히은행 그룹(6천2백44억엔) 및 도쿄미쓰비시.미쓰비시신탁 그룹(6천33억엔)도 업무순익이 모두 6천억엔을 넘었다.
708,산 넘어 산,우리가 가장 많이 쓰는 두바이산 유가는 지난달 배럴당 평균 22달러선에서 최근 25달러를 넘었다.
709,산 넘어 산,그러나 이번 선언에도 불구하고 궁극적인 비핵화를 실현하기 위해선 넘어야 할 산이 많다.
710,산 넘어 산,산을 넘은 뒤 북한강을 따라 청평으로 가는 363번 지방도변에는 모터보트.제트스키.수상스키 등을 즐길 수 있는 시설이 여러곳 있다.
711,산 넘어 산,여기서 산을 넘어 북한강으로 가려면 첫 삼거리에서 좌회전(발전소 방향)한 뒤 다음 갈래길부터는 이정표가 가리키는 복장리 방향으로 따라가면 된다.
712,산 넘어 산,"산을 넘으면 호수처럼 고요한 북한강이 펼쳐지고, 건너편 강변에는 빨갛고 파란 지붕을 한 작은 집들이 점점이 들어섰다."
713,산 넘어 산,이동통신 사업자들의 반발을 무마하고 법률도 개정해야 하는 등 넘어야 할 산이 많다.
714,산 넘어 산,커다란 흑판을 짊어지고 학생들을 찾아 험준한 산을 넘어다니는 선생들이 있다는 이야기는 너무나 감동적이었다.
715,산 넘어 산,"◇ 농민.시민단체의 반발〓예정부지의 30%가 넘는 26만여평의 땅을 소유한 장흥 오씨 문중은 ""6백여년동안 지켜온 시조산을 말굽에 짓밟히게 할 수 없다"""
716,산 넘어 산,◇ 넘어야 할 산 많은 세이클럽〓그럼에도 불구하고 일반 전화선 접속 서비스 만으로는 성장 가능성이 제한될 수밖에 없다.
717,산 넘어 산,◇ 넘어야할 산도 험난〓온라인 과외교육이 고액과외의 대안으로 떠오르고는 있지만 해결해야 할 문제도 있다.
718,산 넘어 산,국내에서는 현대투신 문제가 현대그룹의 자구계획 발표로 한고비를 넘겼지만 아직도 '산넘어 산' 같은 양상이다.
719,산 넘어 산,하지만 전자 공업단지 조성을 비롯한 대북 사업에는 넘어야 할 산이 적지 않다.
720,산 넘어 산,'올해 안 법 개정안 국회 제출'이라는 큰 목표는 정해졌으나 넘어야 할 산이 많다.
721,산 넘어 산,"볼보는 흑자 전환과 투명하고 혁신적인 경영스타일로 한국기업과 경영인들로부터 주시의 대상이 되고 있지만, 성공한 한국의 외국기업으로 자리잡아 '볼보 혁명'을 성공시키려면 '문화적 차이'라는 넘어야 할 산이 남아있는 것이다."
722,산 넘어 산,일단 긴급 자금수혈로 급한 불은 끌 수 있을 것으로 보고 있지만 향후 채권금융기관의 기관 이기주의와 현대의 유동성확보 계획 차질 등 자금위기를 완전히 벗어나기 위해서는 앞으로 넘어야 할 산이 적지 않다는 얘기다.
723,산 넘어 산,문화재위원회가 26일 풍납토성 내 경당연립 재건축 부지를 사적으로 지정해 보존하기로 결정했으나 풍납토성 문제가 해결되기 위해선 넘어야 할 산이 아직 많다.
724,산 넘어 산,부천시는 원미구 춘의동 산 19 일대에 97년 4월 착공한 종합운동장 건설 작업이 최근 공정률 70%를 넘어 12월까지는 공사가 끝날 것으로 보인다고 7일 밝혔다.
725,산 넘어 산,"이 신문은 이번 남북정상회담이 매우 성공적으로 진행됐다고 전하면서도, 국가보안법 문제 등 넘어야 할 산이 많다고 지적했다."
726,산 넘어 산,교육부는 여론조사 결과와 여러가지 현실적인 벽을 감안한 끝에 과외신고제 도입으로 방향을 바꿨지만 이 역시 산 넘어 산이다.
727,산 넘어 산,"모씨는 지금도 산에 올라 버섯 균주를 채취하는 일로 하루를 시작, 새벽 1시가 넘어야 잠자리에 든다."
728,산 넘어 산,"▷ ""정상회담은 이제 넘어야 할 수많은 산의 베이스캠프. "" - 한 시민, 청와대 인터넷 홈페이지에 마련된 '정상회담에 바란다' 란 코너에서."
729,산 넘어 산,연희단 거리패는 새 보금자리인 경남 밀양시 부북면 옛 월산초등학교에서 이전 기념으로 오는 10일 '산 넘어 개똥아' 를 무대에 올린다.
730,산 넘어 산,그러나 이른바 범여권이 제대로 작동하는 데는 아직 넘어야 할 산이 많다.
731,산 넘어 산,하지만 그는 세계 정상권에 진입하기 위해서는 넘어야 할 산들이 많다는 것을 누구보다 잘 안다.
732,산 넘어 산,"현대차와 다임러의 제휴는 몽구 회장으로서는 현대차의 생존 외에 자신의 생존이라는 두 마리 토끼를 동시에 잡기 위한 승부수라 할 수 있지만, 넘어야 할 산이 아직 많다는 게 중론이다."
733,산 넘어 산,남북 정상회담의 최종 종착역인 통일까지는 넘어야 할 산이 많을 것으로 예상된다.
734,산 넘어 산,미국의 속담에 '악마는 구체적인 데 있다'는 말이 있다.그리고 한국의 속담에도 '시작은 반이다' '산넘어 산이다'라는 말이 있다.
735,산 넘어 산,최근 4연승을 포함해 8승(4패)으로 다승 공동 5위에 올라 있는 박으로선 반드시 넘어야 할 산이다.
736,산 넘어 산,남북이 통일을 향해 나아갈 때 넘어야 할 산 중 하나가 서로가 자신의 체제 우월성을 확신하고 있다는 점이다.
737,산 넘어 산,그러나 공동 이용에는 넘어야 할 산도 적잖은 실정이다.
738,산 넘어 산,넘어야 할 산으로 첩첩하고 가야할 길처럼 멀기만 한 날들이었다.
739,산 넘어 산,그러나 그에게는 넘어야할 산이 많이 남아있다.
740,산 넘어 산,산을 넘고 물 건너온 돌바람 맞으며
741,산 넘어 산,그러나 그때부터 영화보다 더 드라마틱한 남한 사회는 순진하고 무모한 우리에게 '산 넘어 산' 같은 시련을 안겨주었다.
742,산 넘어 산,"또다른 전문가도 ""시장이 상승세로 돌아서기 위해서는 수급불균형이 해소돼야 하나 신규 자금이 유입되는 징후가 아직 나타나지 않고 있다""며 ""중장기적으로는 넘어야 할 산이 많다""고 말했다."
743,산 넘어 산,복음주의자이던 부모가 가난을 고집해 잭슨은 물통을 지고 산을 넘는 아르바이트로 용돈을 벌어야 했다.
744,산 넘어 산,따라서 북한산 제품이 미국시장으로 진출해 수익을 올릴 수 있기까지는 넘어야 할 산들이 많은 것이다.
745,산 넘어 산,한빛은행 한새에게 삼성생명 비추미는 넘을 수 없는 큰 산이었다.
746,산 넘어 산,▽넘어야 할 산도 많다〓일본과 달리 한빛 조흥 외환은행은 서로 차이 없는 업무를 하고 있어 과연 어떻게 특화시킬지가 미지수다.
747,산 넘어 산,이제 남북 관계는 한 개의 큰 산을 넘었다.
748,산 넘어 산,"쾰러 총재는 ""한국의 경제위기 극복에는 IMF의 기여도 있었지만 한국인과 한국 지도자들의 의지가 컸다""며 ""한국은 아직 넘어야 할 산이 많지만 올바른 방향으로 가고 있으며, 특히 금융 기업부문에서 개혁이 지속적으로 추진돼야 할 것으로 생각한다""고 말했다."
749,산 넘어 산,사설;'의·약' 산 넘었지만 또 산;
750,산 넘어 산,정부의 강력한 천명에 따라 2차 구조조정은 시작됐지만 아직도 넘어야 할 산이 험난함을 보여주는 대목이다.
751,산넘어 산,텐트나 담요 등 구호물자를 노린 약탈이 잇따르고 있다. 
752,산넘어 산,일본어 공부는 하면 할수록 더 어려워.
753,서당개 삼 년이면 풍월을 읊는다,나는 어릴 적부터 카센터에서 잡일을 도맡아 하다 보니 이젠 혼자서 자동차 수리도 할 수 있다.
754,소문난 잔치에 먹을 것 없다,"한편 민주당은 이날 전용학 대변인 논평을 내 ""한나라당이 이런 상식 밖의 행동을 보이는 이유는 공개할 경우 '소문난 잔치에 먹을 것 없다'는 비판에 직면할 것을 두려워하거나 떳떳치 못한 내용을 논의했기 때문일 것""이라며 ""국가혁신위 실체와 목표를 밝히라""고 요구했다."
755,소문난 잔치에 먹을 것 없다,소문난 잔치에는 먹을 것이 없다고 했나.
756,소문난 잔치에 먹을 것 없다,"민주당의 평가는 G20 자체를 반대한 'G20 대응 민중행동'의 ""소문난 잔치에 먹을 게 없었다""는 결론과 별 차이가 없었다."
757,소문난 잔치에 먹을 것 없다,"이들은 이날 '소문난 잔치에 먹을 게 없었다!'는 제목의 성명서를 통해 ""가장 큰 관심을 모았던 환율과 경상수지 불균형 문제는 경주 재무장관 회의에서 결정된 '시장 결정적 환율제도'에서 더 나가지 못한 채 모호하고 실효성이 불분명한 기존 합의에 머물렀다""고 지적했다."
758,소문난 잔치에 먹을 것 없다,"[고교NIE] G20, 소문난 잔치에 먹을 것 없다?"
759,소문난 잔치에 먹을 것 없다,미·중 정상회담은 소문난 잔치에 먹을 것 없다는 말대로의 결과를 낳았다.
760,소문난 잔치에 먹을 것 없다,그러나 소문난 잔치에 먹을 것 없다고 최근에는 삼성화재의 독주였다.
761,소문난 잔치에 먹을 것 없다,'소문난 잔치에 먹을 것 없다'지만 둘이 만나면 언제나 명승부가 펼쳐졌다.
762,소문난 잔치에 먹을 것 없다,그러나 소문난 잔치에 먹을 것은 없었다.
763,소문난 잔치에 먹을 것 없다,그러나 소문난 잔치에 먹을 것이 없었다.
764,소문난 잔치에 먹을 것 없다,그러나 미국 언론은 비리와 관련해서는 '소문난 잔치에 먹을 것 없더라'는 반응이다.
765,소문난 잔치에 먹을 것 없다,"벌써 ""소문난 잔치 먹을 것 없다""는 이야기까지 나온다."
766,소문난 잔치에 먹을 것 없다,은행 자문형 신탁 '소문난 잔치 먹을 것 없다'?
767,소문난 잔치에 먹을 것 없다,'소문난 잔치에 먹을 것 없다'는 말이 딱 들어맞게 허무하기 짝이 없는 회담이었다.
768,소문난 잔치에 먹을 것 없다,"하지만 김황식 국무총리와 임태희 대통령실장, 박재완 기획재정부 장관 등 여권 수뇌부가 총출동한 이날 회의는 주요 정책에서 구체적 합의를 이루지 못한 채 원론 재확인이나 '추후 논의' 수준에 머물러, '소문난 잔치에 먹을 것 없다'는 평가가 나왔다."
769,소문난 잔치에 먹을 것 없다,소문난 잔치에 먹을 것 없다
770,소문난 잔치에 먹을 것 없다,'소문난 잔치에 먹을 게 없다'는 속담에 딱 맞는 한판이었다.
771,소문난 잔치에 먹을 것 없다,'소문난 잔치에 먹을 것 없다'는 식이다.
772,소문난 잔치에 먹을 것 없다,소문난 잔치에 먹을 것 없다는 말이 있다.
773,소문난 잔치에 먹을 것 없다,소문난 잔치에 먹을 것 없다.
774,소문난 잔치에 먹을 것 없다,G20 정상회의가 '소문난 잔치에 먹을 게 없더라'란 평가를 나중에 듣지 않았으면 한다.
775,소문난 잔치에 먹을 것 없다,이런 다양한 이야깃거리로 무장한 '모차르트!'는 먹을 것 없는 소문난 잔치는 결코 아니었다.
776,소문난 잔치에 먹을 것 없다,'소문난 잔치에 먹을 것 없다'는 속담처럼 조용하게 넘어갈 여지가 있다.
777,소문난 잔치에 먹을 것 없다,'소문난 잔치에 먹을 것이 없다'는 옛 속담을 실감했다.
